"","business_id","name","address","city","state","latitude","longitude","stars","is_open","RestaurantsAttire","RestaurantsTakeOut","BusinessAcceptsCreditCards","NoiseLevel","GoodForKids","RestaurantsReservations","RestaurantsGoodForGroups","RestaurantsPriceRange2","HasTV","Alcohol","BikeParking","RestaurantsDelivery","OutdoorSeating","Caters","WiFi","dessert","latenight","lunch","dinner","brunch","breakfast","garage","street","validated","lot","valet","romantic","intimate","classy","hipster","divey","touristy","trendy","upscale","casual","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday","Sunday"
"6582","F56TiSa71Tk4PIQ0HN8oag","Pizzazz on the Circle","20680 John Carroll Blvd","University Heights","OH",41.4873069,-81.5345957,3.5,1,"1","True","True","2","True","False","True","2","True","3","True","True","True","True","2","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-21:0"
"6586","BnXUUv_s12eMbYWds5wjPQ","Pepperoni's","28 Donati Rd","Bethel Park","PA",40.338596,-80.050229,4,0,"1","True","True","2","True","False","True","2","False","1",NA,"False","True","True",NA,"NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","True",NA,NA,NA,NA,NA,NA,NA
"6624","1zFWG3jsy7BMmfkDyS7IZg","Georgio's Oven Fresh Pizza","6902 Detroit Ave","Cleveland","OH",41.4837617,-81.7325029,4.5,1,NA,"True","True",NA,NA,"False",NA,NA,"False","1",NA,"True","False","True",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0"
"6630","Xl6FT63CXaRSbj4Lq2b7Yg","Gionino's Pizzeria","60 W Streetsboro St","Hudson","OH",41.2398074494,-81.4430437613,3.5,1,"1","True","True","2","True",NA,"True","1","True","1","True","True","False","True",NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:0","10:30-23:0","14:0-22:0"
"6655","69qSUamgUO0mO2TdL5IGDw","Giovanni's Pizza Parma","10389 W Pleasant Valley Rd","Parma","OH",41.3634046,-81.7578723,3,1,NA,"True","True",NA,NA,"False",NA,NA,"True","1","True","True","False","True","2","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-23:0"
"6716","eHRdn24LZYeRDSOQeCQtHw","Frittata Mangia Italiano","3616 William Flynn Hwy","Hampton Township","PA",40.5539588928,-79.9580688477,4.5,0,"1","True","True","1",NA,"False","False","1",NA,NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-18:0",NA
"6722","yZE8Vwam62qWB5bO0kvp6w","Little Caesars Pizza","5190 Pearl Rd","Cleveland","OH",41.419001151,-81.7288836683,2.5,1,"1","True","True","4","True","False","True","1","True","1","False","False","False","False","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"6729","_MW_OR1UgzWoxzbhcOsIHA","Pasta Lears Pizzeria","6310 Engle Rd","Brook Park","OH",41.3942791,-81.8238452,3.5,1,"1","True","True","1","True","True","True","2","True","3","True","True","True","True","2","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",NA,"11:0-16:0","11:0-9:0","11:0-9:0","11:0-22:0","12:0-22:0",NA
"6734","MWYJl-bIxhtQ-4Kg3ENUxA","Rosati's Pizza","6644 Mineral Point Rd","Madison","WI",43.0614686,-89.4964192,3.5,1,"1","True","True","2","True","False","True","2","True","2","True","True","False","True","1","False","False","True","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:45","10:30-23:45","10:30-22:0"
"6751","kXRG_PEpz8G-IUkS1efdMA","Romeo's Pizza","2064 Clague Rd","Westlake","OH",41.457504,-81.883821,3,1,NA,"True","True",NA,NA,NA,NA,"2",NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","11:0-22:0"
"6759","qrCWmo0o3On13ltqOdRgkw","PIZZAFIRE","3737 W Market St","Fairlawn","OH",41.1366377687,-81.6341810301,3,0,"1","True","True","2","True","False","True","1","False","1","False","True","False","True","3","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"6763","bK6-jk1zpHU-Hon1R4XuhA","Master Pizza","12971 State Rd","North Royalton","OH",41.320186,-81.7233995,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"6772","6nEKhv-dTrgjjk-9_Sruug","Papa John's Pizza","439 E Main St","Kent","OH",41.1540118,-81.3515391,3,1,"1","True","True",NA,NA,"False","False","1","True","1",NA,"True","True","False",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,NA,NA,NA,NA,NA,NA
"6805","cDIVM9ho73XXpVFzRNcLIw","E M Pizzeria","4140 Clairton Blvd","Brentwood","PA",40.365021,-79.9847037,4,1,"1","True","True","2","True","False","False","1","True","1","True","True","False","True","2","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0"
"6896","tVAsBWep7oiqu1Y1OkD5uw","Rosa's Pizza","8185 Avery Rd","Broadview Heights","OH",41.3434153,-81.6834458,4,1,"1","True","True",NA,"True","False","False","1","False","1","True","True","False","True","1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","14:30-21:30","14:30-21:30","14:30-21:30","14:30-21:30","14:30-22:0","14:0-22:0","14:0-21:0"
"6936","9cYuHvnoPhm1UpLvHvoWWw","7-Eleven","1 Bigelow Sq","Pittsburgh","PA",40.4406002,-79.9940485,2.5,1,NA,"True","True",NA,NA,"True",NA,"1",NA,NA,NA,"True","False","False",NA,"NA","NA","NA","NA","NA","NA","False","True","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","6:0-23:0","7:0-23:0","7:0-23:0"
"6956","fMdnlYyN5EMhafyE3dGTFQ","Pizza Palermo","7343 Saltsburg Rd","Pittsburgh","PA",40.4781389,-79.7858849,3.5,1,"1","True","True",NA,"True","False","False","2","True","1","True","True","False","True","2","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","0:0-0:0","10:0-23:0","10:0-23:0","10:0-23:0","10:0-0:0","10:0-0:0","10:0-23:0"
"6997","XiJG_I82LssFbGDIMsHYvQ","Rafters Draft & Dough","1906 W Bradley Ave","Champaign","IL",40.12811,-88.27974,3.5,0,"1","True","True",NA,"True","False","True","2","True","3",NA,"True",NA,NA,"2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-1:0","11:0-1:0","11:0-23:0"
"7029","8z4sC_8dsZiiMWjIPYE_iQ","Pizza Hut","3150 Maple Valley Dr","Madison","WI",43.0160619687,-89.4970662,2,1,NA,"True","True",NA,NA,"False","True","1",NA,NA,NA,"True","False","False",NA,"NA","NA","NA","NA","NA","NA","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:30-23:0","10:30-23:0","10:30-23:0","10:30-23:0","10:30-0:0","10:30-0:0","10:30-23:0"
"7032","2koGK8csbE3AIFf7r2dMNw","Domino's Pizza","703 S Gammon Rd","Madison","WI",43.0497626,-89.5027669,3,1,"1","True","True",NA,"True","False","True","1","True","1",NA,"True",NA,"True",NA,"False","False","False","False","False","False","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:30-0:0","10:30-0:0","10:30-0:0","10:30-0:0","10:30-1:0","10:30-1:0","10:30-0:0"
"7061","729grSa1Wsn-hfv7D5uOxg","Pizza House","1007 Merchant St","Ambridge","PA",40.592077,-80.230377,5,1,"1","True","False","2","True","False","True","1","True","1","True","False","False","False","1","NA","NA","NA","NA","NA","NA","False","True","False","False","False","False","False","False","False","False","False","False","False","False","17:0-23:0","17:0-23:0","17:0-23:0","17:0-23:0","17:0-23:0","17:0-23:0",NA
"7085","-2dlgoN1ass-zmrE5rqHGw","Pizza Hut","2701 Leechburgh","Lower Burrell","PA",40.5903294681,-79.7379831306,1.5,1,NA,"True","True",NA,"True",NA,"True","1",NA,NA,NA,"True","False","False",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-0:0","11:0-0:0","11:0-22:0"
"7108","hUCujBvgttk5jNh_uQwi2Q","Spak Brothers Pizza and More","5107 Penn Ave","Pittsburgh","PA",40.4650793,-79.9424916,4,1,"1","True","True","2","True","False","False","1","True","1","True","False","False","False","1","False","False","True","True","False","False","False","True","False","True","False","False","False","False","True","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","12:0-23:0","15:0-22:0"
"7140","oeM0DDW5_85ZlZftf0E6nw","Uptown Kitchen","1710 Forbes Ave","Pittsburgh","PA",40.437376,-79.9822384258,3.5,1,NA,"True","True",NA,NA,"True",NA,NA,"True",NA,NA,"True",NA,"True",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-0:0","10:0-0:0","10:0-0:0","10:0-0:0","10:0-1:0","10:0-1:0","11:0-23:0"
"7164","OTDogJk9hVcM0oT_ia_09g","Angelo's","5801 Monona Dr","Monona","WI",43.0567055,-89.326142,3,1,"1","True","True","2","True","False","True","2","True","3","False","True","False","True","2","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","0:0-0:0","16:0-21:30","16:0-21:30","16:0-21:30","16:0-21:30","16:0-21:30",NA
"7170","sOXRk5TkFrz3pKzUYF1EEw","Papa John's Pizza","5707 Mayfield Rd","Cleveland","OH",41.5204076,-81.4741793,2,1,"1","True","True",NA,"True","False","False","1","True","1","False","True","False","False",NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-1:0","11:0-1:0","11:0-22:30"
"7189","OAsYaD7nLC2kDuqO4uaoIQ","Badamo's Pizza","1106 Federal St","Pittsburgh","PA",40.4558035304,-80.00658983,4.5,1,NA,"True","True",NA,"True","False","False","2","True","1",NA,NA,"False",NA,NA,"False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-20:0"
"7193","41LcUz0kXaYHiMf8rUS_aQ","Pavona's Pizza Joint","32 Sand Run Rd","Akron","OH",41.1184191083,-81.5879940614,4,1,"1","True","True","2","True","True","True","2","True","3","True","False","True","True","2","False","False","False","True","False","False","False","False","False","True","False","False","False","False","True","False","False","True","False","True","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","10:0-23:0","10:0-22:0"
"7200","dmvhmb1bopqnSg1ofF59uQ","Marco's Pizza","2311 Colorado Ave","Lorain","OH",41.4656238,-82.1460657,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"7208","-nZwVZqlk_ET-dpTtvEqPw","Pizza Hut","14129 Puritas Ave","Cleveland","OH",41.4332665,-81.7926067,1.5,1,NA,"True",NA,NA,"False","False",NA,"1",NA,NA,NA,"True","False",NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0"
"7228","cKM7-GGHYgXwTG4qjZ8xAg","Pizza Joe's","192 Ohio River Blvd","Leetsdale","PA",40.5766842377,-80.2219077945,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","10:30-22:0","10:30-22:0","10:30-22:0","10:30-22:0","10:30-23:0","10:30-22:0","12:0-21:0"
"7242","I9I3wIHFDz1rxVqbltk7NQ","North Coast Pizza & Subs","5687 Pearl Rd","Parma","OH",41.4073279,-81.7408486,4,1,"1","True","False","1","True","False","False","1",NA,"1","True","True","False",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","13:0-21:0","13:0-21:0","13:0-21:0","13:0-21:0","11:0-23:0","11:0-23:0",NA
"7246","vaOeSb5w8uCZFhyrU8VfJQ","Georgio's Oven Fresh Pizza","16600 Chagrin Blvd","Cleveland","OH",41.4645052119,-81.5644749343,2,1,NA,"True","True",NA,"True","False",NA,NA,"False","1",NA,"True",NA,"True",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-21:0"
"7253","j3IEZP4nQAt7fkxmerLMbA","Winghart's Burger & Whiskey Bar","5 Market Sq","Pittsburgh","PA",40.4400929,-80.0024463,4,0,"1","True","True","2","False","False","False","2","True","3","True","False","True","False","2","False","False","True","True","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","True","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","12:0-2:0","12:0-0:0"
"7254","cdLjMoQPRtdWN4g6LW650w","Matteo's Casual Italian","8072 Columbia Rd","Olmsted Falls","OH",41.3747475,-81.9017388,4,1,"1","True","True","2","True","True","True","2","True","3","True","False","True","True","2","False","False","False","True","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","16:0-21:0"
"7273","GO6HVcOtwuIOSzys6Qut9w","Fresh Planet","35925 Detroit Rd","Avon","OH",41.4586282,-82.0183716,3,1,"1","True","True","2","True","False","True","2","False","1","True","True","True","False","2","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","9:0-21:0","9:0-21:0","9:0-21:0","10:0-20:0","9:0-21:0","9:0-21:0","10:0-20:0"
"7283","_0W9-Gkjkcct8vcStBU7iQ","Pasquale's Pizzeria","309 Freeport Rd","Pittsburgh","PA",40.4896141,-79.9029429,3.5,1,"1","True","True",NA,"True","False","False","2",NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:30","11:0-22:30","11:0-22:30","11:0-22:30","11:0-0:0","11:0-23:30","11:0-22:30"
"7301","w4a6TuFWArSc29dB51rPNA","Bar Cento","1948 W 25th St","Cleveland","OH",41.484856,-81.70406,3.5,1,"1","True","True","2","False","True","True","2","True","3","True","False","True","False","2","False","True","False","True","False","False","False","True","False","False","False","False","False","True","False","False","False","True","False","False","16:30-0:0","16:30-0:0","16:30-0:0","16:30-2:30","16:30-2:30","11:0-2:30","11:0-0:0"
"7331","NN7OUdRxgkoUvpI440UA7A","Concerto Italian Kitchen","10777 Northfield Rd","Northfield","OH",41.3483213243,-81.5246172786,3,0,"1","True","True",NA,"True","False","True","2","True","2","True","False","False","False","2","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False",NA,NA,"12:0-21:0","12:0-21:0","12:0-0:0","12:0-0:0","12:0-21:0"
"7389","j4Tp1IwpiprXvLWlx8qUaA","Marios Pizza House","600 E Pittsburgh McKeesport Blvd","North Versailles","PA",40.3715495,-79.8278578,3,1,NA,"True","True",NA,NA,"False","False",NA,"True","1","False","True","False","True","1","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-22:30","11:0-22:30","11:0-22:30","11:0-22:30","11:0-23:30","11:0-23:30","11:0-22:30"
"7402","nMV7Sn15I87tDlHJiSE92A","Fat Tommy's Pizzeria","115 Forbes Ave","Pittsburgh","PA",40.4410274,-80.003365,3.5,0,"1","True","True","2","True","False","True","1","True","3","True","True","False","True","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","True","10:30-20:0","10:30-20:0","10:30-20:0","10:30-20:0","10:30-20:0","11:0-17:0",NA
"7415","yr_llKYozx_HHIzAkqHyFQ","Emidio & Sons Italian Restaurant","3204 State Rd","Cuyahoga Falls","OH",41.1589378806,-81.510699689,3.5,1,"1","True","True","2","True","False","True","2","True","2",NA,"True","False","True","1","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","9:0-22:0","9:0-22:0","9:0-22:0","9:0-22:0","9:0-23:0","9:0-23:0","9:0-21:0"
"7421","C0c3ahJp1U4Jg_kgGoyXKw","Primanti Bros","921 E Pittsburgh McKeesport Blvd","North Versailles","PA",40.3829297,-79.828404,3,1,"1","True","True","3","True","False","True","2","True","3","False","False","True","False","2","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-0:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0","11:0-2:0"
"7423","PZGMea3EZIG20k8mG1JJ1w","Severino's Restaurant & Lounge","35125 Vine St","Eastlake","OH",41.6427037489,-81.4378831373,3.5,1,"1","True","True","2","True","False","False","1","True","3","False","False","False",NA,NA,"False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","15:0-23:0",NA
"7472","w-C9LX2gMSCHZzmrsHWrsg","Nipper's Pizzeria","303 Beverly Rd","Pittsburgh","PA",40.388527,-80.0495892,3,1,"1","True","True","2","True","True","True","2","True","1","True","True","True",NA,"2","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-0:0","11:0-0:0","11:0-0:0","11:0-0:0","11:0-2:0","11:0-2:0","11:0-0:0"
"7476","meWM6BeBKvoIj_L7TE1Ocg","Celebrity Pizza","7502 Mentor Ave","Mentor","OH",41.6552348,-81.3733865,3.5,0,"1","True","True","1","True","True","True","4",NA,"1","True","True","False","True","2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,"0:0-0:15"
"7522","YjmbCvygeMj9dfJp6neQ_A","City Oven","336 4th Ave","Pittsburgh","PA",40.4389614898,-80.0001454353,4,0,"1","True","True","2","True","False","True","1","False","1","False","True","False","True","1","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","7:0-15:0","7:0-15:0","7:0-15:0","7:0-15:0","7:0-15:0",NA,NA
"7523","rhitftTt-4-zoByj1bVYMQ","Yala's Pizza","3352 Oberlin Ave","Lorain","OH",41.440102,-82.1857658,4,1,"1","True","True","1","True","False","True","1","False","1","False","False","False","False","1","NA","NA","NA","NA","NA","NA","False","False","False","True","False","False","False","False","False","False","False","False","False","False","15:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","12:0-22:0"
"7530","F9JDMhOEDsE0PnutWhGqAQ","Pizza Hut","10616 Lorain Ave","Cleveland","OH",41.465371,-81.760242,2,1,NA,"True","True",NA,NA,"False",NA,"1",NA,NA,NA,"True","False","False",NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-23:0","11:0-23:0","11:0-23:0","11:0-23:0","11:0-0:0","11:0-0:0","11:0-23:0"
"7540","B5hl4fV8ZmwN2bLDgdr0Fw","Bado's Pizza Grill & Ale House","307 Beverly Rd","Mt. Lebanon","PA",40.3884951,-80.0496641,3.5,1,"1","True","True","2","True","True","True","2","True","3","True","True","True","True","2","False","False","True","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True","0:0-0:0","11:0-23:30","11:0-23:30","11:0-23:30","11:0-1:30","8:0-1:30","8:0-23:30"
"7543","FhorgXn87xro7G9m-fXIwA","Longo's Italian Restaurant","7314 Lakeshore Blvd","Mentor","OH",41.7000775,-81.3788646,3,1,"1","True","True","1","True","True","True","2","True","2","True","True","False","True","1","False","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"7552","5Rga-U1cPfKHCFAPRg7FOw","Bellissimos Pizza & Deli","10339 Perry Hwy","Wexford","PA",40.6039999,-80.0511392,3,0,"1","True","True",NA,"True","False","True",NA,NA,NA,NA,NA,"False",NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0",NA
"7605","mGb55Zvkb3D8yooZpRkz3w","Georgio's Oven Fresh Pizza","25999 Highland Rd","Richmond Height","OH",41.5531846,-81.4979805,2.5,1,NA,"True","True",NA,"True","False",NA,"1",NA,"1",NA,"True",NA,"True",NA,"NA","NA","NA","NA","NA","NA","False","False","False","False","False","NA","NA","NA","NA","NA","NA","NA","NA","NA","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","12:0-21:0"
"7623","q9m74q6V7mNQyeCAa9UD8A","Zoe's Pizzeria","806 S Division St, Ste A","Waunakee","WI",43.185123,-89.446485,4,0,"1","True","True",NA,"True",NA,"False","1","False",NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","False","False","False","True","False","NA","NA","NA","NA","NA","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA,NA
"7660","YH6hDo64_CfCcSBuCAivlg","Pizza Hut","3747 Route 22 Hwy E","Monroeville","PA",40.437386,-79.7870174,2,1,NA,"True","True",NA,"True","True","True","1","True",NA,NA,"True","False","False",NA,"False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","11:0-22:30","11:0-22:30","11:0-22:30","11:0-22:30","11:0-23:0","11:0-23:0","11:0-22:30"
"7661","Cpsx6c52u6AoeP-8ezH9OQ","Pizza Oven","5417 Monona Dr","Monona","WI",43.0601787,-89.3266423,2.5,1,"1","True","True","2","True","False","True","2","True","3","True","True","False",NA,"2","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-23:0","11:0-23:0","11:0-22:0"
"7689","6ceiDk3BwxhXd2XtTWOX4g","Fire Truck Pizza Company","13200 York Delta Dr","North Royalton","OH",41.317978,-81.7606713,5,1,NA,"False","True",NA,"True","True",NA,NA,"True","1",NA,"False",NA,"True","1","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0","9:0-21:0"
"7693","ZUkboDzajRkpz-OqhXdVIw","Euro Gyro","2773 Front St","Cuyahoga Falls","OH",41.147429951,-81.4700808004,2,1,NA,"True","True",NA,"True","False",NA,NA,NA,NA,NA,"True",NA,NA,NA,"NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","16:0-1:0","16:0-1:0","16:0-1:0","16:0-2:30","11:0-3:0","11:0-3:0","13:0-18:0"
"7707","Ms17VRbhM5Et6OEZnAUyxg","Sauced Wood Fired Pizza","21984 Lorain Rd","Fairview Park","OH",41.4420035406,-81.8638411341,4.5,1,"1","True","True","2","True","False","True","2","False","1","True","False","False","True","2","True","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",NA,"11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","11:0-21:0","12:0-20:0"
"7713","dgG4shOIEdpv8ZLkRaAYug","Voodoo Brewery Cleveland","2279 Lee Rd","Cleveland Heights","OH",41.4976165001,-81.5649056062,4,1,NA,"True","True",NA,NA,NA,NA,NA,"False","3","True",NA,"True",NA,"2","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","NA","15:0-23:0","15:0-23:0","15:0-23:0","15:0-23:0","11:0-0:0","11:0-0:0","11:0-20:0"
"7719","RzVHK8Jfcy8RvXjn_z3OBw","Romeo's Pizza","134 E Aurora Rd","Northfield","OH",41.313682,-81.5336508,3.5,1,"1","True","True","1","True","False","False","2","True","1","True","True","False","False","1","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","11:0-22:0"
"7729","JePAAhbOLBDI74VeePOBKw","Slice On Broadway","108 E Main St","Carnegie","PA",40.4074789626,-80.0865172595,4,1,"1","True","True","2","True","False","True","1","True","1","True","True","False","True","1","False","False","True","True","False","False","True","True","False","False","False","False","False","False","False","False","False","False","False","True","0:0-0:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","11:0-22:0","12:0-20:0"
"7747","NoF90rswXBHESSyDaWeKKA","Proper Brick Oven & Tap Room","139 7th St","Pittsburgh","PA",40.4435995,-80.0003448,4.5,1,"1","True","True","2","False","True","True","2","True","3","True","False","True","False","1","False","False","True","True","False","False","True","True","False","False","False","False","False","True","False","False","False","True","False","True","0:0-0:0","11:30-23:0","11:30-23:0","11:30-23:0","11:30-0:0","11:30-0:0","11:0-22:0"
"7755","Fw6-Sturc0Z9ZJlkPO_Gxw","Pizza Booyah","37111 Euclid Ave","Willoughby","OH",41.6293502,-81.4210238,4.5,1,"1","True","True","2","True","False","True","1","True","1","True","True","False",NA,NA,"False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",NA,"11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0","11:0-20:0",NA
"7756","6J_0rYlC04QF3e0Onjtg0A","Romeo's Pizza","176 Great Oaks Trl","Wadsworth","OH",41.0501273973,-81.7310026012,2.5,1,"1","True","True","1","True","False","True","1","True","1","False","True","False","True","1","NA","NA","NA","NA","NA","NA","False","False","False","False","False","False","False","False","False","False","False","False","False","False","10:0-22:0","10:0-22:0","10:0-22:0","10:0-22:0","10:0-23:0","10:0-23:0","11:0-22:0"
